Name,text,Sarcasm,Humor
funny68.png,घर में सत्यनारायण जी की पूजा चल रही थी पण्डित जी ने कहा 5 पान के पत्ते ले आओ मै ताश की गद्दी से 5 पान के पत्ते निकाल लाया फिर पहले मेरी पूजा हुई बाद में सत्यनारायण जी की।,1,1
ravan250.png,इसके पेट पर बाण मारो प्रभु,2,0
fileee_54.png,गाँव के बुड्ढे पूरे दिन आग से हटेंगे और पूछने पर बताएंगे कि ये ठण्ड तो कुछा भी नहीं है ठण्ड तो हमारे ज़माने में पड़ती थी,0,1
test111.png,"1 लड़की ने लड़की को कमल का फूल दिया , लड़की ने उसे जोरदार तमाचा लगाया, लड़के ने पुछा क्यू मैं तो BJP का प्रचार कर रहा था, लड़की - और मैं Congress का....",2,1
lalu59.png,"Russian Presidend , व्लादिमीर पुतिन ' मेरे पास गाड़ी है, बंगला है , वोदका है , Russiya है , तुम्हारे पास क्या है ?* Our PM : 'ठीक है '...",2,1
hindi_meme373.png,कमाल का आदमी है यार ये,2,1
match115.png,इंडिया ने ऑस्ट्रेलिया को 8 विकेट से हराकर सीरीज बराबर कर दी है इंडियन टीम को उनकी इस विजय के लिए बहुत बहुत शुभकामनाएं,0,1
test217.png,याद रखना सिर्फ प्यार अंधा होता है.... घरवाले और मोहल्ले वाले नहीं,1,1
hin20.png,"आलिया भट्ट पर जोक्स आलिया भट्ट - सफोला तेल तो दे दिया भईया , इसके साथ का गिफ्ट कहां है ? गिफ्ट भी तो दो। दुकानदार - इसके साथ कोई गिफ्ट नहीं है। आलिया - उल्लू मत बनाओ इसमें लिखा है.... 'कॉलेस्ट्रॉल फ्री। '",0,1
ravan83.png,चुनाव प्रचार में जिसने उत्तर प्रदेश में कब्रिस्तान और श्मसान की बात की थी आज उसने पुरे प्रदेश को ही कब्रिस्तान - श्मशान में तब्दील कर दिया है,2,0
cong19.png,"कोसी बहाना नहीं चलेगा, शपथ ग्रहण में पप्पू को लेकर आना पड़ेगा, वो क्या है न थोड़ा मनोरंजन हो जायेगा",2,1
kalam110.png,"जो लोग आधे अधूरे मन से कोई काम करते है उन्हें आधी अधूरी, खोकली सफलता मिलती है जो चारो ओर कड़वाहट भर देती है। -एपीजे अब्दुल कलाम",1,1
corona229.png,"इतिहास गवाह है... जब भी कोई न्य साल आया है, तो... एक साल से ज्यादा नहीं टीक पाया है....",1,1
patra4.png,और कितनी बार बेइज्जत करवाएगा दिमाग में तो तेरे गोबर भरा है,2,1
m_166.png,आपको पता है. पत्नी और कश्मीर में क्या समानता है ? वैसे तो दोनों ही समस्या है पर पडोशी देखे तो गुस्सा आता है !,2,1
sexist110.png,"दादा (पोते से )- तेरी टीचर आ रही है, जा छुप जा. पोता - पहले आप छुप जाओ, आपकी मौत के बहाने मैंने दो हफ्ते की छुट्टी ले रखी है",1,1
ravan19.png,"घना अँधेरा, लुटा काफिला एक हसीना, एक चूतिया !",2,0
kalam144.png,"जिंदगी में आगे बढ़ना है तो, जरूर पढ़े एपीजे अब्दुल कलाम जी के अनमोल वचन",0,0
mix_meme27.png,हिंदुस्तान का जन्म कब हुआ ये तो पता नहीं। पर पाकिस्तान का जन्म 1947 में हुआ ये पता है। और..... गीता में लिखा है की जिसका जन्म हुआ है। उसकी मृत्यु निश्चित है। बाकि सब समझदार है।,2,1
test175.png,अपना बच्चा रोये तो दिल में दर्द होता है और दुसरे का रोये तो सर मै अपनी बीवी रोये तो सर में दर्द होता है और दुसरे को रोये तो दिल मे,1,1
netaji9.png,कवियों के लपेटे में मोदी और राहुल गाँधी,1,0
rel295.png,"ाजे जाके लेफ्ट फिर राईट ले लेना, कुछ देश वहा भी है",0,0
hin_abc89.png,सलाम उन दो बहादुर काले चश्मे वाले जवानों की हिम्मत को जो राहुल गाँधी के पीछे बिना हँसे खड़े रहते हैं,2,1
pak180.png,"चीन आँख दिखा रहा है। कितनी मुश्किल आती होगी न चीन को आँख दिखाने में.... बीजेपी ने कहा , "" अगर चीन जल्द जी नहीं सुधरा तो उसे हम उसी की भाषा में जवाब देंगे। "" अरे ! जरा पता लगाओं , ये "" चीनी भाषा"" लिखने में कितना समय लगेगा ?",2,1
pak205.png,एक बार जितने दे यार ! क्यूँ बे ? अब टी कोई DP भी लाइक नहीं करता,1,0
pak15.png,पाकिस्तान के पास पानी के 2 ही साधन थे एक ग़दर फिल्म में सनी देओल उखाड़ लाए थे दूसरा मोदी जी ने बंद कर दिया...,2,1
test461.png,सच्चा दोस्त वही है जो आपकी आँख में पहला देखे तो दूसरा आंसू पोंछ ले और चौथा आंसू देखे तो 1 कस के थप्पड़ मर के बोले ले अब खुल के रो थप्पड़ दिवस मुबारक हो,1,1
non_off132.png,"काम ऐसा करो कि लोग कहें तुम रहने दो ""बिनोदवा "" कर लेगा",1,1
hindi_meme393.png,विश्व में पहचान बनानी है खोई प्रतिष्ठा फिर से पानी है मत फसना झूठे वादों में अबकी सरकार # मोदी की लानी है......,2,1
ravan317.png,"डर भी जिसके नाम से खौप खाता है, उसे रावण कहते हैं।",2,0
lalu187.png,"मास्टर जी एक होटल में ख़ाली कटोरी में रोटी डुबो - डुबो कर खा रहे थे। छात्र ने पूछा : मास्टर जी ख़ाली कटोरी में कैसे खा रहे हैं ? मास्टर जी , हम गणित के अध्यापक हैं। हमने मान ली है।",2,1
fileee_96.png,"""कॉलेज वाली.... मसालेदार होती है पड़ोस वाली... कड़क होती है ऑफिस वाली... मीठी घर वाली.... फीकी होती है होटल वाली... मस्त होती है 5 स्टार वाली... महंगी होती है लेकिन एक बात है यार.... चाय आखिर चाय होती है। पता नहीं क्या - क्या सोचते रहे हो... मैसेज देखो किस संस्कारी ने भेजा सोच बदलो तो देश बदलेगा अकेला मोदी क्या क्या बदलेगा।",1,1
babies345.png,"6 बजे का अलार्म लगा के 5 :59 पे उठ के उसे बंद करके वापस सोने में ऐसे फिलिंग आती है, जैसे बम डिफ्यूज कर दिया हो",1,1
m_53.png,"*हास्यमेव हसते* भारत में 1000 लड़कों पे 943 लड़कियों का ratio हैं... मतलब 57 लड़के बिना शादी के रहते हैं.... और ये 57 लड़के ही आगे जा कर अब्दुल कलाम , वाजपेयी , रतन टाटा yogi और मोदी बनते हैं... बाकी के 943..... कुकर की 3 सीटी बजने गैस बंद करते हैं....",2,1
funny295.png,"मालकिन अपनी नौकरानी से : तुम तीन दिन से काम पर नहीं आई और बताया तक नहीं नौकरानी : मैडम जी, मैंने तो WhatsApp और Facebook पर status अपडेट कर दिया था... going to गाँव for three days साहब ने तो comment भी किया था miss you कल्लो",1,1
kalam13.png,"जिस दिन हमारे सिग्नेचर, ऑटोग्राफ में बदल जाए, मान लीजिये आप कामयाब",1,0
m_123.png,दिल्ली में चाहे कितनी भी शर्दी पद जाए.. पिछले 70 साल का रिकार्ड हर साल तोड़ती है।,1,1
kalam32.png,"मुझे बताइए , यहाँ का मिडिया इतना टकयदिश देती है भारत में हमें अपनी अच्छाइयों अपनी उपलब्धियों को दर्शाने में इतना शर्मिंदा होते है हम एक महान राष्ट्र हैं हमारे पास ऐसे सफलता की भाषाएँ हैं - अब्दुल कलाम",1,0
pak198.png,"कोरोना तो बाद में मारेगा , पहले ये फोन लगाते ही, खांसने वाला बुड्ढा जरूर मर डालेगा !",1,0
file_new_450.png,अगर कोई लड़की आपको घास नहीं डालती तो निराश न हों.... आप इंसान हैं गधे नहीं...,0,1
match20.png,162 रन तो हमारा मरद अकेले बना लेता है !,1,1
mix_meme24.png,सुहागरात है घूँघट हूँ मैं.... भाई अपडेट देते रहना हम ऑनलाइन है.,2,0
m_172.png,इन्हें 15 अगस्त को सम्मानित किया जाएगा....!,1,1
rel239.png,बाल झरना और गिरना कैसे बंद करें ? How To Stop Hair Fall ?,0,0
babies318.png,दुनिया में तीन लोग बहुत प्यारे और अच्छे है....!! एक....मै......!! दूसरा.. मेरे माता पिता की संतान... यानि की मैं.... !! और तीसरा..... आपका दोस्त.... यानि की फिर मैं... जलो मत... हौसला रखो... आप भी तो इतने प्यारे और अच्छे इंसान के दोस्त हो..... यानि की फिर मैं....!!,1,1
corona158.png,"संता ने बंता को फोन किया। संता : और भाई कैसी चल रही है जिंदगी ? बंता : एकदम मस्त ! घरवाली मारने दौड़ती है, तो बाहर भाग जाता हूँ। फिर पुलिस मारने दौड़ती है, तो घर में आ जाता हूँ।",1,1
sexist18.png,लड़केवाले लड़की देखने गये लड़के का बाप आपकी लड़की क्या करती है ? लड़की का बाप एक्टर है... TIK TOK पे... और आपका लड़का क्या करता है लड़के का बाप आर्मी में है... #PUBG में,1,1
match116.png,"दिल्ली कैपिटल्स ने सी. एस. के को 7 विकेट से हरा करके जीत का जबरदस्त आगाज़ कर दिया है मुबारक हो दिल्ली वालों, बड़ी जीत दर्ज करने के लिए",0,0
hindi_meme169.png,हम काला धन लेने जा रहे है,2,0
politics179.png,एक काम का चुपके से डिग्री वेरिफिकेशन टैक्स डाल दे,2,0
test10.png,"कृपया शांति बनाए रखे कोई अफवाह ना फैलाये नही तो गुस्से में सरकार ने नेट बंद कर दिया तो ""फिर चिड़ी उड़ कौवा उड़ "" खेलना पड़ेगा घर में कल से !",1,1
file_new_285.png,मोबाइल निकाला यह देखने को लिए कि मेरा न० किस नाम से save है. अब मैंने अपना न० मिलाया तो लिखा था,0,1
ravan234.png,"भाई मैंने तो सारे धर्म आप लिए, ये मासिक धर्म क्या है ? यही बच गया है !!!!",2,1
corona249.png,लड़का : क्या तुम महझसे प्यार करती हो ? लड़की: नहीं. लड़का : तो अपनी सहेली से पूछ लो एक बार.... शायद वो करती हो थोड़ा बहुत,0,1
cong114.png,"कभी- कभी सोचता हूँ.. अंबानी का ""डेटा "" और सोनिया का "" बेटा "" ना होता तो हमारा टाईम पास कैसे होता !!",2,1
test29.png,"यारों नया साला शुरू होने वाला है, कोई गलती , गुस्ताखी , या खता हो गई हो तो टेंशन मत लेना, माफ़ी मांग लो मई आज अच्छे मूड ,में हूँ",0,1
fileee_13.png,अगर कल को मेरे रिश्ते वाले आ कर शेयरचैट और ग्रुप में पुछे की लड़का कैसा है तो आप क्या कहोगे...?,1,1
file_new_417.png,"अगर वैक्सीन नही बन रही है तो, कोरोना दिखने वाला चश्मा ही बना दो.. चप्पल से ही मर देंगे...",1,1
pak184.png,आज हम जो महक - महक घूम रहे हैं... हकीकत में वो हमारे पिता के पसीने की खुशबू है... Happy Fathers Day,1,1
test476.png,"बंता ओये , जब तुझे पता था की वो लड़की, पहले से ही शादीसुदा है.... तो तुने उसे Propose क्युं किया ???? संता रार... खाली कुर्शी पर तो कोई भी बैठ सकता है , पर कुर्शी खाली करके बैठने की बात ही कुछ और होती हैं.... Happy Propose Day",1,1
sexist83.png,"एक लड़के ने नयी नयी शादी हुई , पहली बार ससुराल गया, साली से बोला - आपके गांव में सबसे मशहूर चीज क्या है ? साली - एक ही चीज मशहूर थी वो भी आप ले गए",0,1
mix_meme68.png,परफ्यूम वाला : साहेब पर्फ्यूम लेलो परफ्यूम लेलो। ग्राहक : 25 पैसे वाला देदो परफ्यूम वाला : गोबर में उंगली दाल के सूंघ ले कमीने।,1,1
images64.png,कुछ लोगो की मोहब्बत,1,1
mix_meme127.png,जब से नया मोबाइल कवर खरीदा है सारे दोस्तों ने अचानक उधार का पैसा लौता दिया !,1,1
ravan87.png,"रावण बनना भी कहां आसान.... रावण में अहंकार था तो पश्चाताप भी था रावण में वासना थी तो संयम भी था रावण में सीता के अपहरण की ताकत थी तो बिना सहमति पर स्त्री को स्पर्श भी न करने का संकल्प भी था सीता जीवित मिली ये राम का रावण की ही ताकत थी पर पवित्र मिले ये रावण की भी मर्यादा थी राम, तुम्हारे युग का रावण अच्छा था... दस के दस चेहरे , सब ""बाहर"" रखता था...!! महसूस किया है कभी उस जलते हुए रावण का दुःख जो सामने खड़ी भीड़ से बराबर पूछ रहा था.... ""तुम में से कोई राम है क्या",2,1
patra41.png,"गोबर पुत्र संबित पात्रा , जो ठाकुर नहीं टैगोर हैं। सरस्वती पुत्र की रवीन्द्रनाथ ठाकुर को नमन।",2,0
funny49.png,आज एक लड़की मुझे Hot बोलते हुए मेरे बगल से निकल गई... साढ़े तीन घंटे पीछा करने के बाद पता चला कि वो बंगाली थी.!!,1,1
hindi_meme234.png,3 idiots video अरे कहना क्या चाहते हो,0,1
cong43.png,""" हम BJP को हरायेंगा..."" यह बोल कर बंदा ऐसी जगह भागा.... जहां BJP है ही नहीं.... #वायनाड",2,1
file_new_463.png,महिला सुरक्षा को लेकर पुलिस की #पैनी_नजर,1,0
rel530.png,जीवन में सफलता का रहस्य है खुद को आने वाले अवसर के लिए तैयार करना,1,0
hin_abc173.png,वो पैग पिलाती थी इसलिए सब नशे में थे साहब यह चाय वाला है इसलिए सबकी नींद उदा रखी है,2,0
mix_meme260.png,"न्य कवि का दोहा क्रीम लगा - लगा जग मुआ.... गोरो भयो न कोय, oppo , vivo फोन लियो , अब कालो क्यों न कोय,",1,1
patra30.png,एक गाय का गोबर जो होता है वो कोहिनूर हीरे से भी ज्यादा महंगा होता है !,2,0
hindi_meme36.png,करोड़ों चाहने वालों का मेला है कौन कहता है मोदी अकेला है,2,1
kalam361.png,अब्दुल कलाम अनमोल वचन,0,0
politics12.png,महारानी लक्ष्मी बाई के पीठ पर जो बच्चा बंधा था वो कोई और नही मोदी जी ही थे संबित पात्रा,2,0
funny33.png,आज अपनी पुरानी गर्लफ्रेंड के लड़के को पकड़ा और बोल दिया तेरी मम्मी धोखा नही देती तो आज तू मेरा होता.,1,1
corona376.png,""" एक ठोकर की बड़ी ज़रूरत थी, अपनी हद से आगे निकल गयी थी दुनिया,,",1,0
sexist158.png,एक लड़का रोड पर तड़प रहा था कोई उसकी मदद करने नही आया फिर मै गया देखा तो हरामी TIK TOK VIDEO बना रहा था !,0,1
match19.png,"चर्चाओं में रहने का हमें शौक नहीं, हमारी हर बात के चर्चे होते है तो हम क्या करे...!!",1,1
mix_meme409.png,Result की बात छोडो.. मनोरंजन में कोई कमी रह गई हो तो बताओ...,2,1
m_80.png,रात को भारत में सबसे ज्यादा चूमा जाने वाला उपकरण।,1,1
hindi_meme304.png,"हिंदी फनी स्टेटस राजनीति,प्रेम , विवाह ,जीवनशैली",2,1
corona152.png,ब्रेकिंग न्यूज कोरोना की वजह से महिलाएं नहीं बना पा रही है झुंड ... चुगली में आई भारी गिरावट..!!,1,1
gandhiji0.png,यही करने के लिए आज़ादी दिलवाई थी तुम्हें ? - महात्मा गांधी (असली बातें),1,0
rel522.png,"इस बार बंगाल में अगर खेला होबे, तो विकास का खेला होबे, शान्ति का खेला होबे - राजनाथ सिंह",2,0
rel474.png,"अगर खुले में शौच करते हैं तो करने दो। पहले खुले में शौच करेंगे, फिर वहीं शौच पर बैठी मक्खियाँ आकर उनके खाने पर बैठेंगी, जिसे खा खाकर बीमार पद जायेंगे।",2,0
chaukidar373.png,"जब तक ठुकाई नहीं तब तक ढिलाई नहीं , दो गज दूरी चार लट्ठ जरुरी, ""टिकैत और योगेन्द्र यादव के अब खतरनाक ठुकाई जरुरी"" ये दिल मांगे मोर",2,1
fileee_70.png,"मम्मी : पेपर कैसा था ? बेटा: पतला सा था , white colour का... तभी दे थप्पड़ दे थप्पड़",1,1
politics193.png,"बता दो कि ""मोदी जी 'चुनाव' जीते थे या ""World Tour "" का पैकेज ?",2,1
corona278.png,जिंदगी झंड कर दी है कोरोना वायरस ने लोगों की.. 12 घंटे तो हाथ धोने में गुजर रहे है !,1,1
rel364.png,जन्म के समय से बाजुएं नहीं थी फिर भी पहचान बनाने में कामयाब हुए,2,1
m_227.png,आपातकालीन शौचालय,2,1
mix_meme108.png,कोई महिलाट्रेन में अपने छोटे बच्चे के साथ अकेले सफर करते मिल जाए तो पुरुषों में बच्चे से खेलने की इच्छा कई गुना बढ़ जाती है।,1,1
corona465.png,कोरोना से डरें नहीं सतर्क रहें.. बस यूं समझो जैसे बीवी सो रही हो और पड़ोसन नींबू मांगने आ गई हो !,1,1
hin0.png,नाई के आंख में भी आँसू आ गये कस्टमर ने उससे कहा तेरी कटिंग फ्री में दोस्त बाल इतने छोटे कर दो कि बीवी के हाथ में ना आये,1,1
non_off193.png,लड़की को लड़का ऐसा चाहिए जो कबीर सिंह जैसा प्यार करे लेकि सिगरेट और दारू न पिये ऐसे कैसे चलेगा दीदी,0,1
cong82.png,कई बार अपराध समाज के लिए उतने खतरनाक नही होते जितने की राजनितिक स्कैंडल्स !!,2,1
test337.png,15 जून से भारत का नाम हर भाषा मे सिर्फ भारत रहेगा - सुप्रीम कोर्ट Congratulations,0,1
corona458.png,"क्या आपने कभी सोचा था एक दिन मौत भी ""Made in China"" होगी ? कोरोना वायरस सतर्क रहे, सावधान रहे...",2,1
memes119.png,जीतनी तेरी आँखे खुलती हैं न.. उतनी तो मैं बंद कर के सोता हूँ.!!,2,1
politics282.png,Confidence wife का ! पति - आज क्लब मे दारू पीने का कंपटीशन हुआ। पत्नी - अच्छा दूसरे नंबर पर कौन आया ! ये होती है इमेज !,1,1
rel348.png,Police की हत्या पर चुप्पी क्यों ? * उत्तर प्रदेश में 8 police वालों की हत्या पर एक शब्द नहीं बोला देश माँ PM * आज बिहार चुनाव के लिए कार्यकर्ताओं को सम्बोधित करने में हजारों शब्द बोल दिए,2,0
funny41.png,आज 24 सेल्फी लेने के बाद मुझे ये अहसास हुआ कि मन की सुंदरता से बड़ी कोई चीज़ नही होती इसलिए सब डिलीट कर दी,1,1
file_new_395.png,मेरी शर्ट उल्टी करके प्रेस करना... ठीक है....!!! पति ने 10 मिनिट बाद पूछा: मेरी शर्ट प्रेश हो गई ? नहीं क्यों ? उल्टी नहीं आ रही है,0,0
babies224.png,क्यू बहन क्यू ? हम भी तो ज़िंदा थे,1,1
mix_meme154.png,जैसे हम डायनासोर नहीं देख पाए थे क्या पता वैसे ही हमारे बच्चे पाकिस्तान की देख पाएंगे कि नही,2,1
match252.png,बस मैच देखते हुए ही यह अहसास होता है कि हमने कितना कुछ खो दिया बटवारे में.!,2,1
file_new_174.png,"आज आपका जो मन करता है, वो किजीये क्योकि.... आज ""मन डे "" है",0,1
m_246.png,मेरा पडोसी 2000 रु का फ़ाईन भरने के बाद,1,1
funny57.png,वो कभी ब्लॉक करती है तो कभी अनब्लॉक.. मैं तो हूं ही ब्लॉकबस्टर.,1,1
funny197.png,संस्कारी लोग हमेशा सिंगल ही रहते हैं अब मुझे ही देख लो..,0,0
rel47.png,मोदी की बातों को याद करके ग़ुलाम नबी आज़ाद भी रो पड़े संसद में,1,0
politics43.png,"अगर पहले वाला PM ""रिमोट"" से चलता था, तो अभी वाला PM ""JIO "" के ""wifi"" से चलता है",2,0
ravan90.png,रामायण'ने टीवी के पिछले पांच साले के सारे रिकार्ड तोड़ दिए !,1,0
corona647.png,आजकल गांव की औरतें फोन लगाने के बाद खांसी की आवाज सुनकर दर जाती है और बोलती है फोन तो जेठ जी उठा लिए,0,1
pak102.png,पाकिस्तान में टीचर बच्चे से : तुम्हें पता है हमारे पूर्वज बन्दर थे। बच्चा : आपके होंगे हमारे तो आतंकवादी थे।,2,1
mix_meme276.png,लड़किया हर काम सोच समझ कर करती है,0,0
hin_abc271.png,चौकीदार कर चोरी करना नामुमकिन था Entire Political Science में डिग्री लेना नामुमकिन था,2,0
mix_meme266.png,चाय मांगने पर पति की हत्या आज से चाय बंद साला... जान है तो जहान है,1,1
mix_meme92.png,"लोग कहते हैं की दिल की सुनो... लेकिन इस धक् - धक् - धक् का मतलब होता क्या है , माय लार्ड",0,0
politics49.png,क्या बा भी पूछोगे मैं मफलर क्यूँ बांधता था ???,2,1
file_new_239.png,"बस एक दिल ही हिअ साफ मेरा, वरना दिमाग तो भगवान ने शैतान की टक्कर का दिया है...!!",1,1
politics247.png,इतनी म्हणत करो कि एक दिन ये बोल सको ड्राइवर हेलीकॉप्टर निकालो चाय पीकर आते हैं !,1,1
corona14.png,पड़े रो कुटिया में वरना हरिद्वार जाओगे लुटिया में जनहित में जारी,1,1
rel249.png,"अच्छे दिन वाली सरकार ने जनता का खून चूस लिया यार आज पेट्रोल डीजल के दाम फिर बढे, बंगाल चुनाव बाद से करब 13 बार दाम बढ़ चुके हैं, 13 बार में करीब 4 रूपए आम जनता पर एक तो महामारी की मार ऊपर से मोदी सरकार का अत्याचार",2,0
corona682.png,"रोवो मत... रोवो मत..... कहां घर है ? जीएसटी मोड़ नोटबंदी गली का रहने वाला जो अपना नाम विकास बता रहा है, वहां बहुत रो रहा है.... जिन किसी वोटर का हो 2019 में आकर ले जाएं सदाकद आश्रम।",2,0
file_new_337.png,"पुलिस : आपके पास सारे कागज हैं, हेलमेट भी लेकिन चालान होगा। मैं: क्यों ? आपने सारे कागज पन्नी में संभाल के रखे हैं और पन्नी बैन है।",1,1
kalam246.png,"आप अपनी पहली जीत के बाद रुके नहीं क्योंकि अगर आप अपनी दूसरी कोशिश में नाकामयाब रहे, तो लोग यह कहने से नहीं चुकेंगे कि आपकी पहली जीत सिर्फ किस्मत का खेल था.",1,0
rel336.png,सब इस पर हँसते थे ! Part -2 with Real Story,2,0
funny273.png,सब लड़कियां cute नही होती. कुछ लड़कियां Beautyplus कैमरा भी use करती हैं...,0,0
modei_shah130.png,"आज रेस्टोरेंट में खाना खाकर जब 1000 रु के बिल पर 180 रु का GST दिया, तो ऐसा फिल हुआ की.... मोदी जी ने भी मेरे साथ अदृश्य होकर खाना खाया है।",2,1
non_off133.png,लड़की: मेरे पापा ने कहा है की अगर मैं एग्जाम में फेल हो गई तो मेरी शादी रिक्शावाले से करा देंगे। पप्पू: अरे वाह ! मेरे पापा ने कहा है की अगर मैं फेल हुआ तो मुझे रिक्शा खरीद देंगे।,1,1
cong71.png,"DIRTY POLITICS Jokes , Shayri , Status in hindi",2,1
corona24.png,"कोरोना भी बिल्कुल सास जैसी है.. बाहर मत जाओ, बाहर मत घूमो, घर में बनाओ घर का खाओ, किसी के घर मत जाओ और हमेशा मुँह ढककर रखो।",1,1
fileee_1.png,चैटिंग की परिभाषा बीने देखे एक दूसरे के दिमाग को चाटने की क्रिया को चैटिंग कहते हैं....,0,1
rel136.png,लोकसभा में क्या बोले अमित शाह,0,0
hindi_meme214.png,टिक टोक हो या मुसिकल्ली मुजरा तो मुजरा ही होता है माय लॉर्ड,0,1
funny26.png,"ना जाने वो कौन लोग हैं जो अपने प्यार के लिए पूरी दुनिया से लड़ जाते हैं, यहां तो मेरी वाली से मेरी ही लड़ाई ख़त्म नही होती",0,1
test38.png,"चिंटू रोटी का एक निवाला खुद खा रहा था और दूसरा निवाला मुर्गे को खिला रहा था, तभी पास बैठा आदमी बोला,.... ये क्या कर रहे हो भाई???? चिंटू : दिखाई नहीं देता चकन के साथ रोटी खा रहा हूँ",1,1
file_new_389.png,जे भगवान हम सिंगल लोगों को वैलेंटाइन वीक झेलने की शक्ति देना,1,1
kalam235.png,"""इंसान को कठिनाइयो की आवश्यकता होती है, क्योंकि सफलता का आनंद उठाने के लिए ये जरुरी हैं ,"" - Dr . Abdul Kalam",1,0
fileee_132.png,"रेशमा : तुम्हारे पति हमेशा ही पर समय पर कैसे पहुंचते है ? सलमा : मैंने एक आसान सा नियम बनाया हुआ है.... चु*दाई ठीक 9 बजे शुरू हो जाएगी, चाहे तुम पहुंचो या नहीं !",2,1
hindi_meme177.png,लालू ने ली पीएम की चुटकी!,2,0
politics208.png,कितना ही कोशिश करलें ये सारे भ्रष्ट लेकिन एक ईमानदार इंसान को हरा नही पाएंगे।,2,0
rel93.png,"अब्दुल कलम जिन्हें मिसाइल मैन और जनता के राष्ट्रपति के नाम से जाना जाता है !, भारतीय गणतंत्र के ग्यारहवें निर्वाचित राष्ट्रपति थे। वे भारत के पूर्व राष्ट्रपति, जानेमाने वैज्ञानिक और अभियंता (इंजीनियर) के रूप में विख्यात थे। अब्दुल कलम के विचार आज भी युवा पीढ़ी को आगे पढ़ने के लिए प्रेरित करते हैं। आज इनकी पुण्यतिथि है।",1,0
corona16.png,"पहले लोग अकेले में रोया करते थे अब "" Feeling Sad With 44 Otheres "" के साथे रट हैं।",0,1
politics180.png,"अब तो पैसे कमाने की इच्छा ही नहीं होती। थोड़े पैसे जमा होते ही कहीं से आवाज आ जाती है। ""मेरे प्यारे देशवासियो""",2,1
hin99.png,"हस्बैंड ने ऑफिस में बैठे बैठे फेसबुक पर पोस्ट किया ""पंछी बनू उड़ता फिरूं मस्त गगन में"" तभी वाइफ का कमेंट आया ""धरती छूते ही सब्जी ले आना अपने भवन में.... वरना एक भी बाल नही बेचेंगे तुम्हारे चमन में""",2,1
sexist15.png,"रमेश : आपकी लड़की क्या करती है ? सुरेश जी, ऐक्टर टिकटॉक में। रमेश : और आपका लड़का क्या करता है ? सुरेश जी, वह आर्मी में है. PUBG में।",1,1
file_new_419.png,मेहमान आए... उनसें पूछा चाय लेंगे या ठंडा.. बोले...'दोनों ले आओ' मैंने भी चाय में बर्फ डालकर दे दी हमसे होशियारी,1,1
chaukidar6.png,जाते जाते IRFAN का आखिरी सन्देश last Audio Clip Irfan Khan last Audio Clip आखिरी सन्देश when he Couldn't attend the film promotions event,0,1
corona501.png,पत्नियों को एक नया टेंशन घर में रहकर उनका पती उनसे गोरा हो गया,0,1
